time,temperature_2m,relative_humidity_2m,dewpoint_2m,apparent_temperature,precipitation,rain,snowfall,snow_depth,weather_code,pressure_msl,surface_pressure,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,et0_fao_evapotranspiration,vapour_pressure_deficit,wind_speed_10m,wind_speed_100m,wind_direction_10m,wind_direction_100m,wind_gusts_10m,soil_temperature_0_to_7cm,soil_temperature_7_to_28cm,soil_temperature_28_to_100cm,soil_temperature_100_to_255cm,soil_moisture_0_to_7cm,soil_moisture_7_to_28cm,soil_moisture_28_to_100cm,soil_moisture_100_to_255cm,latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
2025-02-23 04:00:00,26.2,74.0,21.2,30.6,0.0,0.0,0.0,0.0,1.0,1017.3,1012.2,29.0,26.0,4.0,0.0,0.34,0.89,0.7,1.0,270.0,248.0,13.3,26.8,26.9,27.1,25.2,0.346,0.195,0.283,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-23 05:00:00,27.9,69.0,21.6,33.3,0.0,0.0,0.0,0.0,0.0,1017.0,1011.9,0.0,0.0,0.0,0.0,0.47,1.18,1.1,1.4,342.0,320.0,14.0,28.3,27.0,27.1,25.2,0.339,0.196,0.283,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-23 06:00:00,29.6,62.0,21.7,35.9,0.0,0.0,0.0,0.0,0.0,1015.9,1010.9,3.0,0.0,3.0,0.0,0.58,1.56,0.8,0.7,135.0,166.0,13.7,29.9,27.1,27.1,25.2,0.331,0.197,0.282,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-23 07:00:00,30.8,54.0,20.5,36.6,0.0,0.0,0.0,0.0,0.0,1014.6,1009.6,16.0,9.0,6.0,3.0,0.6,2.03,0.7,1.1,14.0,351.0,15.8,31.1,27.3,27.1,25.2,0.324,0.197,0.282,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-23 08:00:00,31.8,44.0,17.9,35.7,0.0,0.0,0.0,0.0,1.0,1013.6,1008.6,30.0,0.0,28.0,2.0,0.57,2.65,2.6,3.6,326.0,327.0,15.5,31.9,27.5,27.1,25.2,0.316,0.198,0.282,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-23 09:00:00,31.9,38.0,15.9,33.3,0.0,0.0,0.0,0.0,1.0,1012.7,1007.7,46.0,0.0,40.0,10.0,0.46,2.92,5.1,6.9,342.0,337.0,16.9,31.9,27.8,27.1,25.2,0.31,0.198,0.282,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-23 10:00:00,31.4,34.0,13.7,31.4,0.0,0.0,0.0,0.0,1.0,1012.3,1007.3,32.0,0.0,16.0,22.0,0.38,3.02,7.7,10.2,332.0,332.0,19.4,31.4,27.9,27.1,25.2,0.305,0.199,0.282,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-23 11:00:00,30.8,37.0,14.3,31.1,0.0,0.0,0.0,0.0,0.0,1012.4,1007.4,8.0,0.0,8.0,0.0,0.26,2.8,7.2,10.6,321.0,321.0,19.1,30.5,28.1,27.1,25.2,0.3,0.199,0.282,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-23 12:00:00,28.4,49.0,16.7,30.3,0.0,0.0,0.0,0.0,0.0,1012.9,1007.9,1.0,0.0,1.0,0.0,0.09,1.97,3.2,9.3,297.0,304.0,13.7,29.3,28.2,27.1,25.2,0.298,0.2,0.282,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-23 13:00:00,26.9,50.0,15.7,28.6,0.0,0.0,0.0,0.0,0.0,1013.7,1008.6,4.0,0.0,4.0,0.0,0.04,1.76,2.0,5.8,170.0,180.0,2.9,28.1,27.8,27.1,25.2,0.299,0.201,0.281,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-23 14:00:00,25.0,76.0,20.5,28.1,0.0,0.0,0.0,0.0,0.0,1014.8,1009.7,2.0,0.0,2.0,0.0,0.02,0.76,6.9,14.2,139.0,154.0,12.2,27.0,27.8,27.1,25.2,0.297,0.201,0.281,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-23 15:00:00,23.9,94.0,22.8,28.3,0.0,0.0,0.0,0.0,0.0,1015.7,1010.6,0.0,0.0,0.0,0.0,0.0,0.18,6.6,14.6,154.0,161.0,13.0,26.3,27.7,27.1,25.2,0.296,0.202,0.28,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-23 16:00:00,23.4,97.0,22.9,27.7,0.0,0.0,0.0,0.0,0.0,1016.1,1011.0,0.0,0.0,0.0,0.0,0.0,0.09,7.4,15.6,141.0,141.0,15.1,25.7,27.6,27.1,25.2,0.295,0.202,0.28,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-23 17:00:00,22.5,99.0,22.3,27.0,0.0,0.0,0.0,0.0,0.0,1016.4,1011.2,0.0,0.0,0.0,0.0,0.0,0.03,3.6,10.7,135.0,149.0,13.7,25.2,27.5,27.1,25.2,0.294,0.202,0.28,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-23 18:00:00,22.5,100.0,22.4,27.0,0.0,0.0,0.0,0.0,3.0,1016.3,1011.1,94.0,94.0,0.0,0.0,0.0,0.01,4.4,11.5,125.0,145.0,8.3,24.8,27.3,27.1,25.2,0.293,0.203,0.28,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-23 19:00:00,22.6,100.0,22.5,27.1,0.0,0.0,0.0,0.0,3.0,1015.7,1010.6,100.0,100.0,0.0,0.0,0.0,0.01,4.5,12.1,151.0,157.0,9.7,24.5,27.2,27.1,25.2,0.292,0.203,0.28,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-23 20:00:00,22.6,100.0,22.6,27.7,0.0,0.0,0.0,0.0,3.0,1015.3,1010.2,100.0,100.0,0.0,0.0,0.0,0.01,0.9,7.6,217.0,173.0,8.6,24.4,27.0,27.1,25.2,0.292,0.203,0.28,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-23 21:00:00,23.0,100.0,22.9,28.1,0.0,0.0,0.0,0.0,3.0,1014.8,1009.7,100.0,100.0,0.0,0.0,0.0,0.01,2.3,6.1,225.0,185.0,6.1,24.4,26.9,27.1,25.2,0.291,0.204,0.28,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-23 22:00:00,23.0,100.0,23.0,28.2,0.0,0.0,0.0,0.0,3.0,1014.5,1009.4,100.0,100.0,0.0,0.0,0.0,0.0,2.4,3.6,243.0,213.0,7.2,24.4,26.8,27.1,25.2,0.29,0.204,0.28,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-23 23:00:00,23.1,100.0,23.1,28.3,0.0,0.0,0.0,0.0,3.0,1014.7,1009.6,100.0,100.0,0.0,0.0,0.0,0.0,1.8,3.6,276.0,221.0,7.2,24.4,26.6,27.1,25.2,0.289,0.204,0.28,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-24 00:00:00,22.9,100.0,22.9,27.7,0.0,0.0,0.0,0.0,3.0,1015.7,1010.6,100.0,100.0,0.0,0.0,0.0,0.0,4.0,5.0,27.0,19.0,8.6,24.3,26.5,27.1,25.2,0.288,0.205,0.28,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-24 01:00:00,22.9,100.0,22.8,27.4,0.0,0.0,0.0,0.0,3.0,1016.8,1011.7,100.0,100.0,0.0,0.0,0.01,0.01,6.2,8.7,33.0,52.0,11.2,24.7,26.6,27.1,25.2,0.285,0.201,0.282,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-24 02:00:00,23.6,98.0,23.2,27.9,0.0,0.0,0.0,0.0,3.0,1017.9,1012.8,100.0,100.0,0.0,0.0,0.05,0.07,8.6,11.2,22.0,19.0,18.0,24.9,26.5,27.1,25.2,0.284,0.202,0.282,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-24 03:00:00,25.1,87.0,22.8,28.9,0.1,0.1,0.0,0.0,51.0,1019.0,1013.9,49.0,49.0,0.0,0.0,0.13,0.42,10.6,14.4,19.0,18.0,25.2,25.3,26.4,27.0,25.2,0.284,0.202,0.282,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-24 04:00:00,27.2,74.0,22.1,31.2,0.1,0.1,0.0,0.0,51.0,1019.4,1014.3,24.0,23.0,0.0,0.0,0.31,0.95,6.8,8.8,29.0,28.0,25.6,26.4,26.4,27.0,25.2,0.282,0.202,0.282,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-24 05:00:00,28.8,64.0,21.2,33.1,0.0,0.0,0.0,0.0,1.0,1018.9,1013.8,27.0,6.0,23.0,0.0,0.47,1.44,5.3,6.8,38.0,37.0,20.5,27.9,26.5,27.0,25.2,0.278,0.202,0.282,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-24 06:00:00,29.7,57.0,20.1,33.8,0.0,0.0,0.0,0.0,0.0,1018.1,1013.1,19.0,7.0,15.0,0.0,0.54,1.81,6.2,7.8,26.0,26.0,21.2,29.2,26.6,27.0,25.2,0.273,0.202,0.282,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-24 07:00:00,30.6,50.0,18.9,34.5,0.0,0.0,0.0,0.0,1.0,1016.7,1011.7,24.0,6.0,23.0,0.0,0.58,2.2,5.7,7.2,28.0,27.0,21.2,30.2,26.8,27.0,25.2,0.268,0.202,0.282,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-24 08:00:00,31.2,44.0,17.5,34.4,0.0,0.0,0.0,0.0,1.0,1015.3,1010.3,21.0,1.0,21.0,0.0,0.58,2.55,5.6,7.1,33.0,27.0,20.9,31.0,27.0,27.0,25.2,0.263,0.202,0.282,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-24 09:00:00,31.4,41.0,16.5,33.6,0.0,0.0,0.0,0.0,0.0,1014.0,1009.0,17.0,0.0,17.0,0.0,0.51,2.73,5.0,6.3,44.0,35.0,20.2,31.3,27.2,27.0,25.2,0.257,0.202,0.281,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-24 10:00:00,31.4,37.0,15.0,32.2,0.0,0.0,0.0,0.0,1.0,1013.3,1008.3,22.0,0.0,22.0,0.0,0.39,2.88,5.6,6.9,42.0,37.0,18.0,31.1,27.4,27.0,25.2,0.253,0.202,0.281,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-24 11:00:00,31.0,38.0,15.1,31.9,0.0,0.0,0.0,0.0,0.0,1013.2,1008.2,15.0,3.0,14.0,0.0,0.25,2.77,5.4,7.0,48.0,44.0,16.6,30.5,27.6,27.0,25.2,0.25,0.202,0.281,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-24 12:00:00,28.2,52.0,17.3,29.8,0.0,0.0,0.0,0.0,0.0,1013.5,1008.5,11.0,3.0,11.0,0.0,0.12,1.84,6.6,13.4,145.0,143.0,11.9,29.4,27.7,27.0,25.3,0.249,0.203,0.281,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-24 13:00:00,25.5,67.0,18.9,26.8,0.0,0.0,0.0,0.0,0.0,1014.4,1009.3,0.0,0.0,0.0,0.0,0.09,1.07,13.5,24.7,164.0,159.0,26.3,27.8,27.6,27.0,25.3,0.251,0.211,0.277,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-24 14:00:00,24.6,74.0,19.8,27.0,0.0,0.0,0.0,0.0,0.0,1015.5,1010.4,0.0,0.0,0.0,0.0,0.03,0.79,9.3,19.3,153.0,148.0,24.8,26.8,27.6,27.0,25.3,0.25,0.211,0.277,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-24 15:00:00,23.8,84.0,21.0,27.3,0.0,0.0,0.0,0.0,0.0,1016.7,1011.6,0.0,0.0,0.0,0.0,0.0,0.47,6.2,14.7,165.0,154.0,16.9,26.0,27.5,27.0,25.3,0.25,0.211,0.277,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-24 16:00:00,23.1,90.0,21.4,26.7,0.0,0.0,0.0,0.0,0.0,1017.1,1012.0,0.0,0.0,0.0,0.0,0.0,0.27,6.6,16.1,164.0,153.0,14.0,25.3,27.4,27.0,25.3,0.249,0.211,0.277,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-24 17:00:00,22.3,94.0,21.3,26.2,0.0,0.0,0.0,0.0,0.0,1017.3,1012.1,0.0,0.0,0.0,0.0,0.0,0.15,4.5,13.0,185.0,163.0,11.9,24.8,27.3,27.0,25.3,0.249,0.212,0.277,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-24 18:00:00,22.0,96.0,21.3,25.8,0.0,0.0,0.0,0.0,0.0,1017.2,1012.0,0.0,0.0,0.0,0.0,0.0,0.11,4.5,10.8,236.0,195.0,8.6,24.3,27.1,27.0,25.3,0.249,0.212,0.277,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-24 19:00:00,21.9,97.0,21.4,25.6,0.0,0.0,0.0,0.0,0.0,1016.8,1011.6,0.0,0.0,0.0,0.0,0.0,0.08,5.9,13.1,235.0,210.0,11.5,24.0,27.0,27.0,25.3,0.249,0.212,0.277,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-24 20:00:00,21.4,98.0,21.0,25.2,0.0,0.0,0.0,0.0,0.0,1016.1,1010.9,0.0,0.0,0.0,0.0,0.0,0.05,4.2,11.8,252.0,219.0,10.8,23.7,26.8,27.0,25.3,0.248,0.212,0.277,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-24 21:00:00,21.0,98.0,20.7,24.7,0.0,0.0,0.0,0.0,0.0,1015.6,1010.4,1.0,1.0,0.0,0.0,0.0,0.05,3.2,9.7,273.0,225.0,7.9,23.3,26.6,27.0,25.3,0.248,0.212,0.277,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-24 22:00:00,20.5,100.0,20.5,24.4,0.0,0.0,0.0,0.0,3.0,1015.6,1010.4,95.0,95.0,0.0,0.0,0.0,0.0,1.9,5.6,331.0,239.0,5.4,23.0,26.4,27.0,25.3,0.248,0.212,0.277,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-24 23:00:00,20.4,100.0,20.4,24.2,0.0,0.0,0.0,0.0,3.0,1015.8,1010.6,100.0,100.0,0.0,0.0,0.0,0.0,1.4,6.6,293.0,233.0,4.7,22.8,26.3,27.0,25.3,0.248,0.212,0.277,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-25 00:00:00,19.9,100.0,19.9,23.6,0.0,0.0,0.0,0.0,3.0,1016.2,1011.0,100.0,100.0,0.0,0.0,0.0,0.0,0.9,5.0,307.0,226.0,3.2,22.6,26.1,27.0,25.3,0.248,0.212,0.277,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-25 01:00:00,22.1,100.0,22.1,26.6,0.0,0.0,0.0,0.0,3.0,1017.5,1012.3,92.0,92.0,0.0,0.0,0.01,0.01,3.5,2.3,24.0,32.0,6.8,24.7,26.3,27.0,25.3,0.243,0.206,0.28,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-25 02:00:00,23.7,94.0,22.7,28.4,0.3,0.3,0.0,0.0,51.0,1018.4,1013.3,55.0,41.0,23.0,0.0,0.06,0.17,4.2,6.6,31.0,43.0,11.9,24.8,26.2,27.0,25.3,0.246,0.206,0.28,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-25 03:00:00,25.3,84.0,22.4,29.7,0.8,0.8,0.0,0.0,53.0,1019.1,1014.0,49.0,39.0,31.0,0.0,0.16,0.51,5.1,6.6,39.0,41.0,18.4,25.2,26.1,26.9,25.3,0.254,0.206,0.28,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-25 04:00:00,27.4,72.0,21.8,32.2,0.0,0.0,0.0,0.0,0.0,1019.5,1014.4,5.0,1.0,5.0,0.0,0.33,1.04,0.5,0.6,45.0,72.0,18.0,26.5,26.1,26.9,25.3,0.252,0.206,0.28,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-25 05:00:00,29.0,61.0,20.7,33.9,0.0,0.0,0.0,0.0,1.0,1019.4,1014.3,26.0,5.0,22.0,0.0,0.48,1.57,0.9,1.2,143.0,153.0,15.1,28.2,26.2,26.9,25.3,0.249,0.206,0.28,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-25 06:00:00,30.1,53.0,19.4,34.3,0.0,0.0,0.0,0.0,0.0,1018.6,1013.6,18.0,5.0,13.0,0.0,0.52,2.01,2.3,3.0,157.0,163.0,14.8,29.6,26.4,26.9,25.3,0.245,0.206,0.28,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-25 07:00:00,31.0,46.0,17.9,35.0,0.0,0.0,0.0,0.0,1.0,1017.2,1012.2,21.0,8.0,14.0,0.0,0.6,2.44,3.4,4.2,148.0,149.0,16.9,30.7,26.6,26.9,25.3,0.24,0.206,0.28,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-25 08:00:00,31.5,43.0,17.3,35.0,0.0,0.0,0.0,0.0,0.0,1016.1,1011.1,17.0,0.0,17.0,0.0,0.55,2.66,2.3,2.8,141.0,145.0,16.9,31.5,26.8,26.9,25.3,0.235,0.206,0.28,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-25 09:00:00,31.7,41.0,16.8,34.6,0.0,0.0,0.0,0.0,0.0,1015.1,1010.1,10.0,1.0,8.0,0.0,0.49,2.77,1.6,1.8,153.0,169.0,14.4,31.9,27.1,26.9,25.3,0.23,0.206,0.28,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-25 10:00:00,31.6,40.0,16.2,33.4,0.0,0.0,0.0,0.0,1.0,1014.6,1009.6,20.0,5.0,17.0,0.0,0.36,2.81,2.2,2.4,156.0,163.0,12.2,31.8,27.3,26.9,25.3,0.227,0.206,0.28,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-25 11:00:00,31.0,40.0,15.8,32.2,0.0,0.0,0.0,0.0,1.0,1014.6,1009.6,30.0,6.0,26.0,0.0,0.25,2.69,5.4,6.4,154.0,155.0,12.6,31.1,27.5,26.9,25.3,0.224,0.206,0.28,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-25 12:00:00,28.4,55.0,18.5,29.8,0.0,0.0,0.0,0.0,0.0,1015.0,1010.0,19.0,5.0,19.0,0.0,0.15,1.75,11.8,20.0,160.0,161.0,22.0,29.8,27.6,26.9,25.3,0.222,0.206,0.28,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-25 13:00:00,26.5,63.0,19.0,28.0,0.0,0.0,0.0,0.0,0.0,1016.2,1011.1,14.0,13.0,8.0,0.0,0.1,1.27,12.9,22.9,155.0,156.0,24.5,28.4,27.5,26.9,25.3,0.217,0.217,0.282,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-25 14:00:00,25.3,75.0,20.6,28.4,0.0,0.0,0.0,0.0,0.0,1017.4,1012.3,0.0,0.0,0.0,0.0,0.02,0.8,7.8,17.2,143.0,142.0,23.8,27.3,27.5,26.9,25.3,0.216,0.217,0.282,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-25 15:00:00,24.6,84.0,21.6,28.1,0.0,0.0,0.0,0.0,0.0,1018.4,1013.3,1.0,0.0,1.0,0.0,0.01,0.5,7.9,16.6,139.0,141.0,15.5,26.5,27.4,26.9,25.3,0.216,0.218,0.282,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-25 16:00:00,23.8,90.0,22.1,27.6,0.0,0.0,0.0,0.0,0.0,1018.7,1013.6,0.0,0.0,0.0,0.0,0.0,0.3,7.9,17.3,135.0,132.0,15.5,25.8,27.3,26.9,25.3,0.216,0.218,0.282,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-25 17:00:00,23.3,94.0,22.3,27.5,0.0,0.0,0.0,0.0,0.0,1018.5,1013.4,0.0,0.0,0.0,0.0,0.0,0.17,6.2,15.1,170.0,154.0,14.4,25.3,27.2,26.9,25.3,0.216,0.218,0.282,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-25 18:00:00,22.8,96.0,22.1,27.1,0.0,0.0,0.0,0.0,0.0,1018.2,1013.0,0.0,0.0,0.0,0.0,0.0,0.12,4.6,11.3,216.0,181.0,11.5,24.9,27.1,26.9,25.3,0.215,0.218,0.282,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-25 19:00:00,22.1,98.0,21.7,26.3,0.0,0.0,0.0,0.0,0.0,1017.9,1012.7,0.0,0.0,0.0,0.0,0.0,0.06,3.4,8.9,252.0,201.0,9.4,24.4,27.0,26.9,25.3,0.215,0.218,0.282,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-25 20:00:00,21.7,98.0,21.4,26.1,0.0,0.0,0.0,0.0,0.0,1017.2,1012.0,0.0,0.0,0.0,0.0,0.0,0.05,1.6,6.7,276.0,196.0,6.5,24.0,26.8,26.9,25.3,0.215,0.218,0.282,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-25 21:00:00,21.5,99.0,21.3,25.9,0.0,0.0,0.0,0.0,0.0,1016.7,1011.5,0.0,0.0,0.0,0.0,0.0,0.02,0.8,4.8,315.0,191.0,2.9,23.6,26.7,26.9,25.3,0.215,0.218,0.282,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-25 22:00:00,21.2,100.0,21.2,25.6,0.0,0.0,0.0,0.0,3.0,1016.4,1011.2,97.0,97.0,0.0,0.0,0.0,0.0,0.5,4.8,45.0,160.0,1.8,23.3,26.5,26.9,25.3,0.215,0.218,0.282,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-25 23:00:00,21.0,100.0,21.0,25.3,0.0,0.0,0.0,0.0,3.0,1016.5,1011.3,98.0,98.0,0.0,0.0,0.0,0.0,0.4,5.1,360.0,170.0,1.8,23.0,26.4,26.9,25.3,0.215,0.218,0.282,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-26 00:00:00,20.7,100.0,20.7,24.7,0.0,0.0,0.0,0.0,3.0,1017.2,1012.0,97.0,97.0,0.0,0.0,0.0,0.0,1.7,1.1,347.0,162.0,5.8,22.9,26.2,26.9,25.3,0.215,0.218,0.282,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-26 01:00:00,22.4,99.0,22.3,27.1,0.1,0.1,0.0,0.0,51.0,1018.3,1013.1,100.0,99.0,24.0,0.0,0.01,0.02,2.6,5.2,129.0,160.0,6.8,24.5,26.2,26.9,25.3,0.212,0.215,0.286,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-26 02:00:00,23.4,96.0,22.8,28.6,0.0,0.0,0.0,0.0,1.0,1019.1,1014.0,27.0,23.0,6.0,0.0,0.05,0.1,1.6,0.9,27.0,360.0,8.6,24.6,26.2,26.8,25.3,0.212,0.215,0.286,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-26 03:00:00,25.5,84.0,22.6,30.4,0.0,0.0,0.0,0.0,0.0,1019.7,1014.6,10.0,7.0,3.0,0.0,0.18,0.53,2.6,3.1,51.0,50.0,12.6,25.4,26.1,26.8,25.3,0.211,0.215,0.286,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-26 04:00:00,27.6,70.0,21.7,32.0,0.0,0.0,0.0,0.0,0.0,1020.0,1014.9,14.0,5.0,10.0,0.0,0.35,1.09,2.6,3.3,115.0,119.0,16.2,26.9,26.1,26.8,25.3,0.21,0.215,0.286,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-26 05:00:00,29.0,58.0,19.8,32.9,0.1,0.1,0.0,0.0,51.0,1019.7,1014.6,23.0,5.0,19.0,0.0,0.47,1.7,3.3,4.2,131.0,133.0,16.2,28.4,26.2,26.8,25.3,0.207,0.214,0.286,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-26 06:00:00,30.0,51.0,18.7,33.9,0.0,0.0,0.0,0.0,1.0,1018.6,1013.6,25.0,7.0,22.0,0.0,0.54,2.08,3.1,3.8,118.0,121.0,16.6,29.7,26.4,26.8,25.3,0.204,0.214,0.286,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-26 07:00:00,30.5,48.0,18.3,34.4,0.0,0.0,0.0,0.0,1.0,1017.3,1012.3,30.0,10.0,25.0,0.0,0.57,2.26,3.6,4.4,123.0,122.0,16.9,30.8,26.6,26.8,25.3,0.199,0.214,0.286,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-26 08:00:00,30.8,47.0,18.3,34.3,0.0,0.0,0.0,0.0,0.0,1015.8,1010.8,16.0,7.0,10.0,0.0,0.56,2.34,4.8,5.9,132.0,133.0,18.7,31.5,26.8,26.8,25.3,0.195,0.214,0.286,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-26 09:00:00,30.9,45.0,17.7,33.6,0.0,0.0,0.0,0.0,1.0,1014.5,1009.5,24.0,3.0,21.0,0.0,0.49,2.44,4.5,5.5,140.0,139.0,18.7,31.8,27.1,26.8,25.3,0.191,0.214,0.286,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-26 10:00:00,30.8,45.0,17.6,33.1,0.0,0.0,0.0,0.0,0.0,1014.1,1009.1,16.0,10.0,10.0,0.0,0.36,2.43,2.7,3.3,127.0,126.0,16.9,31.7,27.3,26.8,25.3,0.188,0.214,0.286,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-26 11:00:00,30.2,46.0,17.3,32.3,0.0,0.0,0.0,0.0,1.0,1014.4,1009.4,23.0,10.0,19.0,0.0,0.22,2.31,3.6,4.3,143.0,138.0,12.2,31.1,27.5,26.8,25.3,0.186,0.214,0.285,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-26 12:00:00,28.2,56.0,18.5,29.8,0.0,0.0,0.0,0.0,0.0,1014.6,1009.6,18.0,13.0,13.0,0.0,0.14,1.7,10.5,17.1,175.0,176.0,18.4,29.9,27.6,26.8,25.3,0.184,0.214,0.285,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-26 13:00:00,26.3,64.0,18.9,27.7,0.0,0.0,0.0,0.0,0.0,1015.3,1010.2,5.0,0.0,5.0,0.0,0.1,1.25,13.2,23.3,170.0,172.0,27.7,28.6,27.5,26.8,25.3,0.187,0.223,0.289,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-26 14:00:00,25.4,68.0,18.9,27.0,0.0,0.0,0.0,0.0,0.0,1016.1,1011.0,0.0,0.0,0.0,0.0,0.05,1.05,11.9,22.5,166.0,166.0,24.8,27.5,27.5,26.8,25.3,0.186,0.223,0.289,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-26 15:00:00,24.4,73.0,19.1,26.3,0.0,0.0,0.0,0.0,0.0,1016.8,1011.7,0.0,0.0,0.0,0.0,0.03,0.84,10.0,20.3,162.0,161.0,22.3,26.5,27.5,26.8,25.3,0.186,0.223,0.289,0.326,20.281195,85.843376,44.0,0,GMT,GMT
2025-02-26 16:00:00,23.6,77.0,19.3,25.8,0.0,0.0,0.0,0.0,0.0,1017.0,1011.9,0.0,0.0,0.0,0.0,0.02,0.68,8.8,18.8,180.0,171.0,18.4,25.7,27.4,26.8,25.3,0.185,0.223,0.289,0.326,20.281195,85.843376,44.0,0,GMT,GMT
